42
 0.000000000 	 0.000000000 	 1.000000000
 0.723606798 	-0.525731112 	 0.447213595
 0.723606798 	 0.525731112 	 0.447213595
-0.276393202 	 0.850650808 	 0.447213595
-0.894427191 	 0.000000000 	 0.447213595
-0.276393202 	-0.850650808 	 0.447213595
 0.894427191 	 0.000000000 	-0.447213595
 0.276393202 	 0.850650808 	-0.447213595
-0.723606798 	 0.525731112 	-0.447213595
-0.723606798 	-0.525731112 	-0.447213595
 0.276393202 	-0.850650808 	-0.447213595
 0.000000000 	 0.000000000 	-1.000000000
 0.425325404 	-0.309016994 	 0.850650808
 0.425325404 	 0.309016994 	 0.850650808
-0.162459848 	 0.500000000 	 0.850650808
-0.525731112 	 0.000000000 	 0.850650808
-0.162459848 	-0.500000000 	 0.850650808
 0.850650808 	 0.000000000 	 0.525731112
 0.262865556 	-0.809016994 	 0.525731112
 0.951056516 	-0.309016994 	 0.000000000
 0.587785252 	-0.809016994 	 0.000000000
 0.262865556 	 0.809016994 	 0.525731112
 0.951056516 	 0.309016994 	 0.000000000
 0.587785252 	 0.809016994 	 0.000000000
-0.688190960 	 0.500000000 	 0.525731112
 0.000000000 	 1.000000000 	 0.000000000
-0.587785252 	 0.809016994 	 0.000000000
-0.688190960 	-0.500000000 	 0.525731112
-0.951056516 	 0.309016994 	 0.000000000
-0.951056516 	-0.309016994 	 0.000000000
-0.587785252 	-0.809016994 	 0.000000000
-0.000000000 	-1.000000000 	 0.000000000
 0.688190960 	 0.500000000 	-0.525731112
 0.688190960 	-0.500000000 	-0.525731112
 0.525731112 	 0.000000000 	-0.850650808
-0.262865556 	 0.809016994 	-0.525731112
 0.162459848 	 0.500000000 	-0.850650808
-0.850650808 	 0.000000000 	-0.525731112
-0.425325404 	 0.309016994 	-0.850650808
-0.262865556 	-0.809016994 	-0.525731112
-0.425325404 	-0.309016994 	-0.850650808
 0.162459848 	-0.500000000 	-0.850650808
